bathrooms,bedrooms,city,region,monthSold,homeType,livingArea,lotSize,price,yearBuilt,resoFacts.garageParkingCapacity,NearestSchoolDistance,NearestHospitalDistance,ShopsIn2Miles
3,2,San Francisco,Bay Area,July,CONDO,1413,5767,1500000,2009,0,0.4532759,0.58018989,663
3,3,Redondo Beach,LA County,September,SINGLE_FAMILY,1892,2501,1675000,1988,2,0.05796789,1.91548568,432
4,3,Los Angeles,LA County,September,SINGLE_FAMILY,4169,4991,2400000,1985,3,0.64663497,2.02201204,437
3,4,Orange,Orange County,June,SINGLE_FAMILY,3549,13200,1475000,1978,3,0.39136481,2.25616701,25
3,3,Newport Beach,Orange County,August,TOWNHOUSE,1440,1433,1170000,1963,2,0.60007603,0.26145115,105
3,3,Los Angeles,LA County,August,SINGLE_FAMILY,2897,5022,2475000,1928,0,0.75771533,2.09592634,427
2,2,La Jolla,San Diego County,August,CONDO,1493,6493,1600000,2004,1,0.59486423,3.26915295,41
4,4,Los Angeles,LA County,August,SINGLE_FAMILY,2557,8150,2221711,1950,0,0.87887117,2.74717025,90
3,4,San Diego,San Diego County,September,SINGLE_FAMILY,2163,4503,2050000,1989,2,0.30254953,1.81485826,39
3,5,San Diego,San Diego County,July,SINGLE_FAMILY,3472,10329,2340000,2003,3,0.2734394,2.65332079,31
2,5,Long Beach,LA County,August,MULTI_FAMILY,2701,2973,1500000,1928,3,0.29799735,1.41523022,233
2,3,Solana Beach,San Diego County,June,CONDO,1975,,1625000,1978,2,0.62778368,3.60927583,24
4,4,Carlsbad,San Diego County,August,SINGLE_FAMILY,4283,73180,1642000,1985,2,1.20555129,4.13620278,24
3,4,La Jolla,San Diego County,July,SINGLE_FAMILY,2400,21000,2150000,1969,2,0.96403999,3.22840144,59
2,3,Rancho Palos Verdes,South Bay,August,SINGLE_FAMILY,1920,17476,1600000,1963,0,0.49621553,3.93623622,38
3,5,San Gabriel,San Gabriel Valley,August,SINGLE_FAMILY,3000,19170,1430000,1940,2,0.36170364,1.14662857,65
2,3,Woodland Hills,San Fernando Valley,June,SINGLE_FAMILY,2076,16066,1280000,1964,2,0.73615035,1.78393627,25
3,4,Fullerton,Orange County,August,SINGLE_FAMILY,2559,5134,1360000,2000,2,0.40293802,0.97986103,96
6,6,Covina,San Gabriel Valley,August,MULTI_FAMILY,3445,8144,1525000,1950,6,0.3312217,0.79058796,50
3,3,Rancho Palos Verdes,South Bay,July,SINGLE_FAMILY,2447,4415,1770000,1988,2,1.34159352,4.95183088,0
2,3,Woodland Hills,San Fernando Valley,August,SINGLE_FAMILY,1387,6669,1220000,1957,0,0.18533528,1.40556054,70
4,4,La Canada Flintridge,LA County,June,SINGLE_FAMILY,3152,6442,1725000,1949,2,0.73870659,0.33196569,70
3,5,Los Angeles,LA County,September,SINGLE_FAMILY,1966,4295,1770000,1950,0,0.31592759,0.87681701,367
3,4,Canoga Park,San Fernando Valley,September,SINGLE_FAMILY,1859,9434,1256000,1984,3,0.24616891,1.10426101,23
2,3,Los Angeles,LA County,August,SINGLE_FAMILY,2182,7483,2300000,1958,2,0.93822763,2.68197561,128
1,3,Monterey,Central Coast,August,SINGLE_FAMILY,979,3484,1250000,1950,0,0.13763591,3.02688373,149
4,5,Canoga Park,San Fernando Valley,August,SINGLE_FAMILY,2428,7644,1100000,2013,2,0.51145683,2.61460526,133
3,3,La Canada Flintridge,LA County,August,SINGLE_FAMILY,3269,9718,2300000,1945,2,0.18509046,2.15277235,15
3,5,San Diego,San Diego County,August,SINGLE_FAMILY,3697,6392,2275000,2001,2,0.63273591,2.11139167,37
NA,NA,NA,NA,August,NA,3458,NA,1185000,2004,2,NA,NA,NA
2,2,Santa Barbara,Central Coast,August,SINGLE_FAMILY,1678,9147,1823000,1966,0,0.41395268,1.41355374,44
0,8,San Francisco,Bay Area,August,MULTI_FAMILY,4500,3598,2198000,1959,0,0.09679872,0.09480574,1438
3,4,La Canada Flintridge,LA County,September,SINGLE_FAMILY,1936,13535,1710000,1967,2,0.70006816,0.45012851,72
8,8,Redondo Beach,LA County,August,MULTI_FAMILY,4120,5518,2180000,1963,4,0.24434122,1.74492395,380
3,4,Woodland Hills,San Fernando Valley,August,SINGLE_FAMILY,2803,20352,1750000,1966,2,0.92997742,2.07316969,13
2,5,Santa Cruz,Central Coast,July,SINGLE_FAMILY,2268,8137,1790000,1899,0,0.2051465,1.86322322,347
3,4,Danville,Bay Area,September,SINGLE_FAMILY,2706,11200,2000000,1985,0,1.70241393,3.80262221,35
3,4,San Diego,San Diego County,June,SINGLE_FAMILY,1958,6300,1400000,1974,2,0.99672922,3.56549442,41
3,2,Carlsbad,San Diego County,July,SINGLE_FAMILY,3761,73341,1402000,1985,2,1.18191165,4.15855129,22
11,11,Los Angeles,LA County,September,MULTI_FAMILY,6193,7117,2395000,1964,0,0.26947813,1.18738157,433
2,4,San Diego,San Diego County,August,SINGLE_FAMILY,2041,,1315000,1978,2,0.97974559,4.65319733,9
2,3,San Diego,San Diego County,August,SINGLE_FAMILY,1588,6157,1430000,1986,2,0.12541421,3.58127479,40
3,4,San Diego,San Diego County,July,SINGLE_FAMILY,2289,5279,1803500,1998,2,0.32652518,3.74888405,42
3,4,San Francisco,Bay Area,September,SINGLE_FAMILY,2130,2622,2150000,1912,0,0.31226581,0.83650109,962
3,3,Poway,San Diego County,August,SINGLE_FAMILY,2310,23085,1855000,1988,3,0.26224905,1.95654311,2
4,4,San Francisco,Bay Area,August,MULTI_FAMILY,3516,3698,1750000,1925,1,0.25574098,0.42817922,1567
3,3,Poway,San Diego County,July,SINGLE_FAMILY,2921,34412,2075000,1986,3,0.85583893,1.04604851,19
3,3,Long Beach,LA County,August,SINGLE_FAMILY,2421,6367,1125000,1924,2,0.3138319,1.3510282,59
3,5,Diamond Bar,San Gabriel Valley,September,SINGLE_FAMILY,2033,16575,1206000,1966,2,0.28242719,2.2611771,12
2,2,Ventura,Central Coast,August,SINGLE_FAMILY,1200,5625,1242000,1948,2,0.29920778,1.27671547,60
2,3,San Diego,San Diego County,August,SINGLE_FAMILY,1404,,1320000,1996,2,0.4515995,4.35807911,34
5,6,San Diego,San Diego County,July,SINGLE_FAMILY,3864,5408,2250000,2003,3,0.5231758,1.33900988,2
2,3,Foster City,Bay Area,July,SINGLE_FAMILY,1340,5320,2125000,1965,2,0.14100489,3.2804918,12
2,3,South San Francisco,Bay Area,September,SINGLE_FAMILY,1150,5201,1348000,1955,2,0.17065304,1.42175897,42
1,2,Santa Barbara,Central Coast,September,APARTMENT,950,227696832,1600000,1932,0,0.07020763,0.85879625,151
3,4,Anaheim,Orange County,August,SINGLE_FAMILY,2700,8000,1450000,1968,3,0.19119562,3.42318652,5
2,3,San Francisco,Bay Area,July,SINGLE_FAMILY,2294,2548,2000000,1924,0,0.32929543,0.88214798,425
2,3,Los Angeles,LA County,August,SINGLE_FAMILY,1297,6002,1450000,1952,2,0.53657527,1.91202817,617
3,3,West Hollywood,LA County,August,MULTI_FAMILY,2151,6168,1195000,1924,0,0.55575125,1.57360881,556
2,3,Anaheim,Orange County,September,SINGLE_FAMILY,1812,7920,1115000,1969,2,0.5555676,3.72295083,14
3,4,San Diego,San Diego County,August,SINGLE_FAMILY,2212,10018,1480000,1976,2,1.5372198,3.32849245,33
2,3,Fremont,Bay Area,August,SINGLE_FAMILY,1434,6900,1370000,1958,0,0.04762362,0.73519464,122
4,4,West Hollywood,LA County,September,MULTI_FAMILY,1978,6385,1500000,1953,0,0.53122625,1.19739433,472
5,9,Santa Clara,Bay Area,July,MULTI_FAMILY,3689,7841,1600000,1962,1,0.27073833,2.52917947,320
3,3,San Mateo,Bay Area,July,TOWNHOUSE,1710,1846,1484000,1974,2,1.04926622,1.81117352,96
3,3,Orinda,Bay Area,August,SINGLE_FAMILY,2173,12196,1650000,1958,2,1.13663431,3.93089029,30
1,2,La Jolla,San Diego County,July,SINGLE_FAMILY,982,3298,1850000,1940,1,0.40797797,4.11417853,43
3,4,Carlsbad,San Diego County,August,SINGLE_FAMILY,2409,9286,1500000,2001,2,0.41424471,4.87142763,25
2,3,La Jolla,San Diego County,July,SINGLE_FAMILY,2063,10600,2317000,1978,2,0.66121625,4.03611593,110
5,4,Carlsbad,San Diego County,July,SINGLE_FAMILY,3424,6398,1950000,2007,3,0.81159557,4.6752101,23
4,5,San Diego,San Diego County,August,SINGLE_FAMILY,3035,7840,2100000,2003,3,0.65871771,4.17483713,46
3,4,Poway,San Diego County,July,SINGLE_FAMILY,3260,,2000000,1977,2,0.56421605,1.11357073,31
4,4,Monterey,Central Coast,July,SINGLE_FAMILY,5200,21240,1975000,1943,3,0.21853127,1.08975718,151
3,4,Encinitas,San Diego County,August,SINGLE_FAMILY,1600,15500,1230000,1975,0,0.4286319,2.61388488,27
3,2,San Francisco,Bay Area,July,CONDO,1553,3023,1382000,1925,2,0.18756194,0.95966338,770
2,4,San Francisco,Bay Area,August,MULTI_FAMILY,2500,2500,1905000,1964,0,0.16570804,0.47344986,1475
2,2,San Francisco,Bay Area,September,CONDO,1668,3125,1450000,1900,0,0.26082869,0.22728732,1991
4,8,Ventura,Central Coast,August,MULTI_FAMILY,,6510,1570000,1929,4,0.19442676,0.82508008,63
3,3,San Diego,San Diego County,July,SINGLE_FAMILY,1810,5328,1375000,1989,2,0.46489661,1.19532067,94
2,3,San Francisco,Bay Area,September,SINGLE_FAMILY,2234,3504,1975000,1926,0,0.28756466,1.01949903,539
3,3,San Diego,San Diego County,September,MULTI_FAMILY,1674,,1194000,1995,2,0.38235584,4.1097385,47
3,4,Carlsbad,San Diego County,September,SINGLE_FAMILY,2607,6586,1825000,2006,2,0.2388338,5.15242773,27
3,5,San Diego,San Diego County,August,SINGLE_FAMILY,2665,,1700000,1988,3,0.52791249,0.30227697,101
4,5,Canoga Park,San Fernando Valley,July,SINGLE_FAMILY,3085,10810,1611500,1995,3,0.81076257,1.63865672,6
3,5,Orinda,Bay Area,September,SINGLE_FAMILY,3650,86248,1600000,1982,3,0.83024267,4.68753475,29
3,5,Yorba Linda,Orange County,September,SINGLE_FAMILY,4276,17000,2200000,1983,3,0.74089175,2.26454535,19
2,2,La Jolla,San Diego County,July,SINGLE_FAMILY,945,,1950000,1951,0,0.4560136,3.82584617,43
3,4,Santa Cruz,Central Coast,July,SINGLE_FAMILY,2570,14593,1800000,1972,2,0.98345187,2.43101008,256
3,4,Gilroy,Bay Area,August,SINGLE_FAMILY,2579,7841,1350000,2012,2,1.44840116,3.33526052,22
3,3,Hayward,Bay Area,August,SINGLE_FAMILY,2132,5227,1400000,1979,2,1.1094012,2.97335634,1
4,4,Hayward,Bay Area,July,SINGLE_FAMILY,2724,9147,1750000,1969,2,1.06245139,3.06458815,1
2,3,Long Beach,LA County,August,SINGLE_FAMILY,1794,5803,1225000,1947,1,0.2897199,0.90875274,227
3,3,Danville,Bay Area,August,TOWNHOUSE,1598,1598,1160000,1995,2,0.97280574,2.87532439,42
3,4,Carlsbad,San Diego County,June,CONDO,1728,,1270000,1996,2,0.27624606,4.34100932,18
2,4,Diamond Bar,San Gabriel Valley,August,SINGLE_FAMILY,2037,12384,1328000,1978,2,0.50318453,3.76814607,7
3,4,Garden Grove,Orange County,June,SINGLE_FAMILY,1596,13250,1210000,1953,2,0.14499549,2.64994974,66
2,5,West Hills,San Fernando Valley,July,SINGLE_FAMILY,2575,16341,1105000,1962,2,0.39286087,2.12358011,72
3,3,San Diego,San Diego County,September,SINGLE_FAMILY,1850,4947,1390000,1998,2,0.85236817,4.16234867,40
1,2,Aptos,Central Coast,August,SINGLE_FAMILY,836,3180,1290000,1948,1,0.7196411,3.47568852,53
3,3,South San Francisco,Bay Area,July,SINGLE_FAMILY,1610,6470,1710000,1956,2,0.37817733,0.77018769,79
6,8,San Francisco,Bay Area,August,APARTMENT,4254,2495,1300000,1904,0,0.31372577,0.37022527,2006
3,5,Norco,Inland Empire,August,SINGLE_FAMILY,3569,21780,1330000,2004,6,0.79395319,3.89288079,11
6,4,Granite Bay,North Central,July,SINGLE_FAMILY,7671,156816,2300000,1990,0,1.32508059,5.51002462,0
2,3,Long Beach,LA County,June,SINGLE_FAMILY,2871,5514,1800000,1931,2,0.79048805,0.47563927,290
3,4,Carlsbad,San Diego County,July,SINGLE_FAMILY,2196,5031,1400000,2000,2,0.95023827,5.90198451,12
3,4,Hermosa Beach,South Bay,September,TOWNHOUSE,2168,4004,2400000,2000,2,0.18981065,2.70663625,315
2,3,San Diego,San Diego County,September,SINGLE_FAMILY,1749,19470,1416000,1985,2,0.10794762,3.07833187,15
7,12,Long Beach,LA County,June,MULTI_FAMILY,5458,4791,2025000,1963,4,0.23614473,0.93181975,310
4,4,San Francisco,Bay Area,July,MULTI_FAMILY,2926,2874,1720000,1962,0,0.32855449,0.72375309,1473
3,3,San Diego,San Diego County,July,SINGLE_FAMILY,1809,5235,1775000,2002,2,0.55552305,2.25285487,35
2,3,Fremont,Bay Area,July,SINGLE_FAMILY,1027,6705,1320000,1954,1,0.48809345,0.92360655,150
6,5,Goleta,Central Coast,July,SINGLE_FAMILY,1224,6098,1400000,1918,0,0.69052161,0.85656231,48
2,3,San Francisco,Bay Area,September,SINGLE_FAMILY,1862,2509,1900888,1941,0,0.13793834,0.8261433,623
1,2,Long Beach,LA County,August,SINGLE_FAMILY,970,2871,1207500,1940,1,0.46500003,1.5749137,195
2,3,Redondo Beach,LA County,August,SINGLE_FAMILY,1442,7485,1335182,1956,2,0.27159807,1.73916447,477
3,3,Santa Clara,Bay Area,June,TOWNHOUSE,1907,2252,1760000,2005,0,0.29966255,5.0962289,68
2,2,Foster City,Bay Area,September,TOWNHOUSE,1270,1890,1340000,1974,1,0.31048834,1.5631127,133
6,10,Lakewood,LA County,August,SINGLE_FAMILY,3864,5784,1975000,2023,0,0.31660718,1.18457209,146
3,4,Carlsbad,San Diego County,August,SINGLE_FAMILY,2438,8719,1850000,2002,3,0.31546617,3.50246316,29
3,3,Encinitas,San Diego County,July,TOWNHOUSE,1982,8178,1425000,1984,2,0.34896653,1.87903422,35
1,,San Francisco,Bay Area,July,SINGLE_FAMILY,1400,2495,1145000,1902,0,0.50395699,1.6695238,313
3,4,Fremont,Bay Area,July,SINGLE_FAMILY,1647,5227,1910000,1989,2,0.39873329,3.78427775,97
3,3,Encinitas,San Diego County,July,CONDO,1326,3827,1252250,1985,2,0.35995862,2.67540567,50
2,3,Capitola,Central Coast,August,SINGLE_FAMILY,1352,3093,2400000,1977,2,0.27197062,1.61508893,190
3,4,Brea,Orange County,September,SINGLE_FAMILY,2353,8038,1350000,1971,3,0.34244578,1.62120053,22
3,4,South San Francisco,Bay Area,August,SINGLE_FAMILY,2500,2561,1545000,2004,2,0.47988783,2.10420153,25
3,4,Pacific Grove,Central Coast,July,SINGLE_FAMILY,2000,3049,1431000,1910,0,0.23823856,2.73572578,141
5,4,Carlsbad,San Diego County,July,SINGLE_FAMILY,3424,6060,1985000,2006,3,0.83686086,4.95566546,23
3,4,Anaheim,Orange County,July,SINGLE_FAMILY,2820,26091,1600000,1976,2,0.45447874,4.80513144,28
4,4,Encinitas,San Diego County,August,SINGLE_FAMILY,3168,8637,2500000,1974,2,0.35426426,1.82694176,24
3,5,Long Beach,LA County,July,SINGLE_FAMILY,2002,6180,1165000,1944,0,0.72387887,2.01651751,83
1,2,Redwood City,Bay Area,August,SINGLE_FAMILY,920,4788,1175000,1939,1,0.41869309,0.80450291,316
3,3,Aptos,Central Coast,August,SINGLE_FAMILY,1726,3485,2195000,1986,1,0.76759784,4.22508032,36
5,4,Gilroy,Bay Area,August,SINGLE_FAMILY,3972,9583,1750000,2024,3,1.16999208,3.45132467,23
5,6,Santa Cruz,Central Coast,August,MULTI_FAMILY,3160,4095,1554000,1868,0,0.2835094,2.76202917,338
4,8,Redondo Beach,LA County,September,MULTI_FAMILY,2666,6002,1440000,1964,3,0.48870261,1.65501996,364
2,4,Long Beach,LA County,July,MULTI_FAMILY,1628,4593,1150000,1924,2,0.38062343,0.49150514,310
3,5,San Diego,San Diego County,July,SINGLE_FAMILY,2572,5706,1765000,1994,3,0.5958238,2.88927848,14
4,5,San Diego,San Diego County,August,SINGLE_FAMILY,3169,4942,2153000,2007,2,0.24908143,3.36529385,28
4,3,Hermosa Beach,South Bay,June,CONDO,1756,3171,1678000,1989,2,0.39507908,2.53063453,304
3,3,Monterey,Central Coast,August,SINGLE_FAMILY,2103,5000,1375000,1996,2,0.32109486,1.13179652,151
4,3,San Diego,San Diego County,August,SINGLE_FAMILY,2191,,1550000,2003,2,0.22272346,0.43620955,2
3,4,Morgan Hill,Bay Area,June,SINGLE_FAMILY,2098,7405,1475000,1977,2,0.17544641,6.34408429,170
1,3,San Francisco,Bay Area,August,CONDO,1254,2850,1550000,1907,0,0.31934081,0.38293731,1138
6,8,Anaheim,Orange County,July,MULTI_FAMILY,3950,6795,1313000,1963,5,0.28429166,1.57163942,34
3,3,La Jolla,San Diego County,July,CONDO,2593,,1785000,1986,2,0.78122726,3.93154685,119
3,4,Oxnard,Central Coast,July,SINGLE_FAMILY,3096,5257,1700000,2006,3,0.71754152,4.50603065,8
2,3,Long Beach,LA County,June,SINGLE_FAMILY,1417,6049,1200000,1962,2,0.23095761,0.76175802,45
2,3,Fremont,Bay Area,September,SINGLE_FAMILY,1166,6098,1348000,1953,2,0.2925449,1.66724644,142
1,2,Pacific Grove,Central Coast,July,SINGLE_FAMILY,998,3800,1220000,1910,1,0.37562463,2.9019903,127
2,3,San Diego,San Diego County,September,SINGLE_FAMILY,1472,6700,1100000,1970,2,0.29478939,0.79024211,73
3,4,San Diego,San Diego County,July,SINGLE_FAMILY,2261,3483,1305000,2003,2,1.3086765,4.731771,3
2,2,Los Angeles,LA County,June,SINGLE_FAMILY,1200,4569,1535000,1924,2,0.50046877,1.86407465,545
2,3,Monterey,Central Coast,August,SINGLE_FAMILY,1800,4792,1325000,1950,1,0.88700963,2.12594616,155
3,3,Aptos,Central Coast,July,SINGLE_FAMILY,2021,4443,1299000,1966,0,0.5985541,4.36512731,36
3,4,Anaheim,Orange County,August,SINGLE_FAMILY,2263,10028,1100000,1957,2,0.26687187,2.22161753,64
3,3,Fremont,Bay Area,September,TOWNHOUSE,1314,,1144000,1991,1,0.18208639,0.63059474,124
3,5,Morgan Hill,Bay Area,September,SINGLE_FAMILY,2670,8276,1550000,1981,3,0.18048566,6.47278144,171
3,3,Soquel,Central Coast,August,SINGLE_FAMILY,2656,333059,1750000,1980,2,1.97206005,4.4936195,3
2,3,Daly City,Bay Area,August,SINGLE_FAMILY,1620,3400,1165000,1954,2,0.19192863,1.31399231,171
3,4,Hayward,Bay Area,September,SINGLE_FAMILY,1904,9583,1225000,1959,2,0.09491256,2.80390733,9
2,4,Fremont,Bay Area,August,SINGLE_FAMILY,1502,6969,1900000,1971,2,0.48446662,2.90798359,93
3,5,Carlsbad,San Diego County,September,SINGLE_FAMILY,2372,,1675000,1991,2,0.83217035,4.59443228,23
2,3,Santa Clara,Bay Area,July,SINGLE_FAMILY,1336,5663,1705000,1950,2,0.3858828,2.15771739,345
3,4,Pacific Grove,Central Coast,August,SINGLE_FAMILY,2575,3600,1900000,1977,2,0.35002467,2.9151013,129
2,2,San Francisco,Bay Area,July,CONDO,1615,3125,1650000,1925,0,0.10506393,0.72072346,1336
1,2,Santa Clara,Bay Area,August,SINGLE_FAMILY,854,4792,1528000,1950,1,0.36543664,1.45570488,638
9,7,San Diego,San Diego County,July,SINGLE_FAMILY,6500,32234,1190000,2004,0,0.90424762,3.51756863,9
2,4,Santa Clara,Bay Area,September,SINGLE_FAMILY,1356,4792,1510000,1954,1,0.25404536,2.32477684,315
3,3,Venice,LA County,August,SINGLE_FAMILY,1713,5850,1850000,1921,0,0.24813492,1.22735315,454
3,4,Morgan Hill,Bay Area,July,SINGLE_FAMILY,2248,47044,1320000,1930,2,3.61670099,5.91498128,0
2,3,Pacific Grove,Central Coast,September,SINGLE_FAMILY,1866,7600,1215000,1970,2,0.48003944,1.9165202,56
2,3,Fremont,Bay Area,August,SINGLE_FAMILY,1305,6700,1920000,1971,2,0.09430052,3.14408856,73
2,4,Daly City,Bay Area,August,SINGLE_FAMILY,1350,2400,1100000,1941,0,0.17848775,1.05036534,212
3,3,San Diego,San Diego County,September,TOWNHOUSE,1584,51949,1335000,1996,2,0.31005891,2.96429103,63
2,3,Redondo Beach,LA County,August,SINGLE_FAMILY,1679,2514,1425000,1968,1,0.26084366,2.65814483,399
4,3,San Francisco,Bay Area,July,CONDO,1949,4340,1775000,1910,1,0.1783143,0.70142414,1442
4,4,Santa Clara,Bay Area,September,MULTI_FAMILY,1600,6409,1325000,1952,0,0.55652055,2.35969927,295
3,4,Gilroy,Bay Area,August,SINGLE_FAMILY,2188,100623,2175000,1978,2,3.33507712,4.91889932,0
2,3,Morgan Hill,Bay Area,June,SINGLE_FAMILY,1220,6970,1255000,1977,0,0.3448697,7.73119269,225
2,4,San Francisco,Bay Area,July,SINGLE_FAMILY,1778,2495,1500000,1939,1,0.13774431,0.45674742,1349
4,4,Ventura,Central Coast,September,MULTI_FAMILY,,8400,1782000,1925,0,0.31759759,0.96872633,63
3,4,Anaheim,Orange County,July,SINGLE_FAMILY,2588,6400,1410000,1976,3,0.41987702,4.53922749,31
2,3,Ventura,Central Coast,August,SINGLE_FAMILY,1800,10395,1150000,1963,2,0.91605897,2.75666922,12
1,2,San Francisco,Bay Area,August,SINGLE_FAMILY,1300,2482,1580000,1941,1,0.11231083,0.78778419,643
1,2,San Mateo,Bay Area,July,SINGLE_FAMILY,1100,8232,1230000,1945,0,0.25924956,0.78883232,138
3,2,Orinda,Bay Area,July,TOWNHOUSE,2060,1829,1555000,1974,2,1.44588645,4.56105986,29
1,1,Santa Clara,Bay Area,July,APARTMENT,650,7237,2000000,1899,0,0.46666278,2.65861437,318
2,4,Laguna Niguel,Orange County,September,SINGLE_FAMILY,2356,11304,1800000,1971,2,0.4180891,2.2434868,74
4,5,Long Beach,LA County,July,MULTI_FAMILY,2674,4118,1355000,1931,2,0.42059874,0.42223242,154
2,4,Morgan Hill,Bay Area,August,SINGLE_FAMILY,1654,45738,1150000,1962,2,1.4584688,6.90488666,53
4,8,Long Beach,LA County,August,MULTI_FAMILY,5658,8263,2290000,1920,4,0.4231054,1.82150703,308
3,3,Hermosa Beach,South Bay,September,SINGLE_FAMILY,2019,2540,2112500,1984,2,0.15567689,2.86219865,378
2,4,Fremont,Bay Area,July,SINGLE_FAMILY,1467,7405,1900111,1976,2,0.55548181,3.70817602,111
3,4,San Bruno,Bay Area,June,SINGLE_FAMILY,1660,6100,1700000,1955,1,0.10888489,2.06235945,42
3,5,Encinitas,San Diego County,June,SINGLE_FAMILY,2424,6013,1895000,1989,2,0.66276254,2.66127144,55
4,5,Encinitas,San Diego County,September,SINGLE_FAMILY,2835,9300,2500000,2021,2,0.23839753,0.32978986,65
2,3,San Francisco,Bay Area,July,SINGLE_FAMILY,1798,1855,1775000,1900,0,0.40816409,0.6922964,1426
5,6,Norco,Inland Empire,August,SINGLE_FAMILY,4749,21344,1475000,2004,4,0.91717849,3.32476739,4
3,4,Long Beach,LA County,August,SINGLE_FAMILY,1894,7800,1200000,1949,2,0.51062445,2.00615112,157
3,3,Redwood City,Bay Area,July,SINGLE_FAMILY,2140,10764,2428880,1924,2,0.22031406,0.58816858,276
3,3,San Mateo,Bay Area,September,TOWNHOUSE,2100,644688,1587500,1979,2,0.4846042,2.0943519,158
3,3,Goleta,Central Coast,July,TOWNHOUSE,1549,3920,1275000,1998,0,0.40189158,5.21152164,35
3,3,Fremont,Bay Area,August,SINGLE_FAMILY,2019,7840,2150000,1958,2,0.22401091,1.0474403,143
4,4,Los Angeles,LA County,July,SINGLE_FAMILY,2747,8171,2370000,1994,0,0.34237797,2.50369966,174
3,4,Goleta,Central Coast,July,SINGLE_FAMILY,1689,6098,1475000,1964,0,0.28580228,4.70060556,49
3,4,Garden Grove,Orange County,July,SINGLE_FAMILY,1698,7205,1150000,1959,2,0.2024806,2.00883003,76
3,4,Fremont,Bay Area,July,SINGLE_FAMILY,1829,6098,2145000,1955,2,0.30515822,1.2805718,127
1,2,San Mateo,Bay Area,June,SINGLE_FAMILY,1180,4500,1600000,1941,1,0.12617387,0.86905149,177
4,4,Aptos,Central Coast,August,SINGLE_FAMILY,2006,12502,1460000,1977,1,0.49912577,4.21649132,37
2,3,San Francisco,Bay Area,August,CONDO,1630,3125,2404000,,0,0.09183282,0.95481803,1207
2,3,Santa Cruz,Central Coast,August,SINGLE_FAMILY,1271,5489,1313000,1971,2,0.33925331,4.34393553,225
2,3,Gilroy,Bay Area,September,SINGLE_FAMILY,1724,58806,1325000,1973,2,0.96965583,2.63633364,1
3,3,Encinitas,San Diego County,July,SINGLE_FAMILY,1326,3077,1310000,1985,2,0.36331124,2.60311806,50
3,4,Fullerton,Orange County,June,SINGLE_FAMILY,2111,8814,1110000,1960,2,0.41786485,1.33933363,66
2,2,San Diego,San Diego County,July,SINGLE_FAMILY,1236,3762,1350000,1985,2,0.17403564,2.71509183,43
4,5,Carlsbad,San Diego County,July,SINGLE_FAMILY,2996,5626,2175000,1999,2,1.02315611,4.31499873,19
3,3,Aptos,Central Coast,July,SINGLE_FAMILY,2087,8538,2050000,2013,2,0.6353832,5.26862823,33
3,4,Encino,San Fernando Valley,August,SINGLE_FAMILY,2088,7148,1550000,1958,2,0.608711,0.24371365,42
3,4,Carlsbad,San Diego County,June,SINGLE_FAMILY,2661,10418,1650000,2001,3,0.29930033,5.3059912,24
2,2,San Francisco,Bay Area,July,SINGLE_FAMILY,1402,1163,1360000,1998,1,0.24594486,0.93379261,448
2,3,Fremont,Bay Area,August,SINGLE_FAMILY,1151,6098,1330000,1959,2,0.39150799,0.94080128,154
4,3,San Diego,San Diego County,August,SINGLE_FAMILY,2406,5525,1485000,1991,2,0.53231073,1.05958937,95
3,4,Morgan Hill,Bay Area,September,SINGLE_FAMILY,2610,7841,1325750,2003,2,0.38641414,9.31092292,99
2,3,Oxnard,Central Coast,August,SINGLE_FAMILY,1704,4000,1325000,1970,2,0.79801793,5.08300966,7
3,6,Daly City,Bay Area,June,SINGLE_FAMILY,3065,4370,1850000,2011,2,0.20554758,0.91871771,208
3,4,Los Angeles,LA County,July,SINGLE_FAMILY,1774,6233,1850000,1948,0,0.48680666,1.34011334,162
2,3,Santa Cruz,Central Coast,September,SINGLE_FAMILY,2002,11631,1875000,1948,0,0.4123068,3.46974514,312
2,3,Carpinteria,Central Coast,July,SINGLE_FAMILY,1144,6969,1360250,1962,2,0.31421226,11.6725651,22
3,4,Encinitas,San Diego County,September,SINGLE_FAMILY,2358,7607,1850000,1977,2,0.33245859,1.8607566,61
1,2,San Francisco,Bay Area,July,SINGLE_FAMILY,970,2848,1325000,1956,0,0.22957583,0.25784133,1021
1,2,Santa Cruz,Central Coast,August,SINGLE_FAMILY,1166,8843,1300000,1904,0,0.28134569,1.93772607,354
3,4,San Francisco,Bay Area,August,CONDO,1817,5153,1635000,1900,2,0.25575272,0.45881247,1748
5,5,Santa Clarita,LA County,August,SINGLE_FAMILY,4062,10752,1875000,1987,3,0.563588,0.3489456,65
3,4,San Francisco,Bay Area,July,CONDO,1795,2439,1805000,1924,1,0.18010186,0.65908616,703
3,3,Long Beach,LA County,July,TOWNHOUSE,1852,979085,1175000,1974,2,0.62405378,1.12424059,146
2,4,Rancho Palos Verdes,South Bay,June,SINGLE_FAMILY,2566,33124,2420000,1962,2,0.48978475,3.26719513,38
3,3,Fullerton,Orange County,September,SINGLE_FAMILY,2592,4945,1130000,1995,2,0.62396245,1.7713589,99
4,3,Woodland Hills,San Fernando Valley,August,SINGLE_FAMILY,2736,15829,1375000,1995,0,0.4597399,0.90528902,160
