bathrooms,bedrooms,city,region,monthSold,homeType,livingArea,lotSize,price,yearBuilt,resoFacts.garageParkingCapacity,NearestSchoolDistance,NearestHospitalDistance,ShopsIn2Miles
2,2,Santa Cruz,Central Coast,June,SINGLE_FAMILY,1054,871,859000,1977,0,0.34236281,3.85475694,271
3,3,Fremont,Bay Area,July,CONDO,1187,109771,885000,1981,1,0.14940765,4.97637205,28
3,3,Morgan Hill,Bay Area,September,SINGLE_FAMILY,1460,4356,1070000,1994,2,0.14239033,7.26139807,179
1,3,Lakewood,LA County,August,SINGLE_FAMILY,1080,5358,840000,1950,1,0.52811247,1.23439117,180
2,3,Long Beach,LA County,June,SINGLE_FAMILY,1110,5543,980000,1950,2,0.33455586,2.10305085,138
1,3,Lakewood,LA County,September,SINGLE_FAMILY,1219,5001,825000,1954,2,0.28226508,1.67627959,174
2,4,Fullerton,Orange County,July,SINGLE_FAMILY,1425,6000,890000,1960,2,0.2527864,2.80188577,79
2,3,Anaheim,Orange County,September,SINGLE_FAMILY,1000,7259,919000,1954,1,0.37962623,2.0569972,73
3,3,Calabasas,San Fernando Valley,August,TOWNHOUSE,2009,189420,1060000,1989,2,0.22514223,3.68564405,4
3,3,Carlsbad,San Diego County,June,TOWNHOUSE,1350,294652,837000,1985,1,0.70228609,5.92032363,17
2,3,San Francisco,Bay Area,September,SINGLE_FAMILY,1875,2495,1000000,1914,0,0.41056481,2.42762049,156
1,3,Long Beach,LA County,September,SINGLE_FAMILY,1407,5704,1085000,1930,1,0.57624937,1.51298163,81
NA,NA,NA,NA,July,NA,,NA,888500,,0,NA,NA,NA
3,4,Granite Bay,North Central,September,SINGLE_FAMILY,2225,9862,829650,1971,2,0.07444869,1.84587843,23
2.5,3,Brea,Orange County,July,SINGLE_FAMILY,1933,8050,890000,1961,0,0.59893561,1.28891414,48
3,2,Poway,San Diego County,July,CONDO,1524,288598,850000,1976,1,1.1276781,2.74024929,5
3,3,Fullerton,Orange County,July,TOWNHOUSE,1476,2082,885000,1973,2,0.5912516,2.68081693,33
3,4,Covina,San Gabriel Valley,July,SINGLE_FAMILY,1793,6643,930000,1953,2,0.37815781,0.88358911,67
1,3,Fremont,Bay Area,July,SINGLE_FAMILY,950,7187,1075000,1958,0,0.04323061,0.74351899,121
2,3,Fullerton,Orange County,July,SINGLE_FAMILY,1626,8200,990000,1963,2,0.50941073,2.01847222,105
2,3,San Francisco,Bay Area,July,SINGLE_FAMILY,1738,2500,1057500,1908,0,0.2879974,2.07462987,206
2,2,San Diego,San Diego County,August,SINGLE_FAMILY,1154,,828500,1987,2,0.4086891,1.30304405,102
2,4,Anaheim,Orange County,July,SINGLE_FAMILY,1583,7192,975000,1964,1,0.41164272,2.05219197,27
3,4,Castaic,LA County,August,SINGLE_FAMILY,2541,8491,965000,2001,3,0.45749244,7.51449276,1
2,1,Monterey,Central Coast,August,SINGLE_FAMILY,717,11000,870000,1938,0,0.62975329,1.88738253,184
1,2,Long Beach,LA County,July,SINGLE_FAMILY,1039,2569,890000,1925,1,0.22431512,0.80369696,315
2,2,San Mateo,Bay Area,June,CONDO,1070,1089,910000,1984,0,0.66387053,1.6723888,134
,,Carlsbad,San Diego County,July,LOT,,42688,849000,,0,0.61212219,4.5652841,15
2,3,Ventura,Central Coast,June,SINGLE_FAMILY,2545,8117,995000,1935,2,0.13378317,2.12032597,19
2,4,Garden Grove,Orange County,July,SINGLE_FAMILY,1430,6000,1092000,1961,2,0.14357599,1.49608007,67
1,2,San Francisco,Bay Area,August,SINGLE_FAMILY,850,1438,900000,1943,2,0.5012535,1.28606445,278
2,2,Santa Clarita,LA County,August,SINGLE_FAMILY,1679,6877,869200,2023,2,1.27967868,6.9966605,7
3,3,Signal Hill,LA County,August,SINGLE_FAMILY,1793,6352,1050000,1992,2,0.36165507,1.13514701,215
1,2,San Bruno,Bay Area,August,SINGLE_FAMILY,940,2970,915000,1939,1,0.41456216,2.38866958,148
2,2,San Diego,San Diego County,August,MULTI_FAMILY,1096,280522,820000,1985,2,0.77908696,1.10343071,72
3,5,Long Beach,LA County,September,MULTI_FAMILY,1984,8134,937000,1944,2,0.18508644,2.59866527,17
2,3,Morgan Hill,Bay Area,September,SINGLE_FAMILY,1305,11326,1060000,1955,5,0.23854645,8.03374553,201
2,3,Encinitas,San Diego County,August,CONDO,1192,,878000,1973,0,0.23281059,2.49865483,49
3,3,Fullerton,Orange County,July,TOWNHOUSE,1551,1856,910000,1977,2,0.68334409,2.77796077,36
3,3,Redondo Beach,LA County,July,TOWNHOUSE,1744,15048,1079000,1984,2,0.326195,2.28013634,406
2,2,La Jolla,San Diego County,August,CONDO,989,,925000,1970,0,0.55456399,4.26129907,43
5,6,Bakersfield,Central Valley,July,SINGLE_FAMILY,2757,108900,975000,1979,3,1.33305167,4.28215458,0
2,3,Fullerton,Orange County,July,SINGLE_FAMILY,1786,7480,1080000,1957,2,0.09315773,2.34863214,52
2,3,Long Beach,LA County,June,SINGLE_FAMILY,1224,5466,907000,1943,2,0.35515844,2.60140018,118
3,3,San Diego,San Diego County,July,TOWNHOUSE,1425,,1025000,1993,2,0.47809836,3.11623383,51
2,3,Hayward,Bay Area,July,SINGLE_FAMILY,1154,5601,950000,1965,2,0.45880109,1.00647825,50
2,3,Covina,San Gabriel Valley,August,SINGLE_FAMILY,1432,8080,830000,1954,2,0.20240316,0.413334,58
3,2,Morgan Hill,Bay Area,July,CONDO,1613,1620,830000,1988,1,0.47803869,7.58002498,225
2,3,Orange,Orange County,June,SINGLE_FAMILY,1268,7000,980000,1961,2,0.37902143,1.253136,25
2,3,Ventura,Central Coast,September,SINGLE_FAMILY,1204,5600,890000,1955,0,0.1790255,0.74339075,72
2,4,Del Rey Oaks,Central Coast,September,SINGLE_FAMILY,1113,7300,980000,1951,3,0.43026569,3.98841086,104
1,1,Long Beach,LA County,August,CONDO,990,42888,800000,1984,2,0.61248721,1.20570475,260
3,2,La Jolla,San Diego County,September,TOWNHOUSE,1170,20198,915000,1966,0,0.37445439,3.4326519,41
3,4,Long Beach,LA County,June,SINGLE_FAMILY,1995,6731,860000,1947,2,0.15809834,0.22818321,337
1,2,Daly City,Bay Area,August,SINGLE_FAMILY,1070,2500,951000,1953,2,0.14356447,1.23736966,219
2,2,Redondo Beach,LA County,August,CONDO,1166,146627,1070000,1978,2,0.33690933,1.72312364,300
3,2,Long Beach,LA County,July,TOWNHOUSE,1480,18116,860500,2019,1,0.34092464,0.74074461,200
1,3,Brea,Orange County,September,SINGLE_FAMILY,2074,16099,920000,1952,1,0.50432811,1.28138266,39
2,3,Lakewood,LA County,August,SINGLE_FAMILY,1076,5099,965000,1950,2,0.35310324,1.36679103,160
2,3,Orange,Orange County,August,SINGLE_FAMILY,1642,8400,1075000,1962,2,0.49462971,1.96603417,29
3,4,Santa Clarita,LA County,June,SINGLE_FAMILY,2192,6591,910000,1970,2,0.19846329,0.91535333,52
1,3,South San Francisco,Bay Area,September,SINGLE_FAMILY,960,5227,940000,1949,1,0.22578152,1.54267775,33
3,2,San Francisco,Bay Area,August,CONDO,1399,,980000,2023,1,0.2111079,1.53843716,372
2,3,Anaheim,Orange County,June,SINGLE_FAMILY,1347,6630,979000,1958,2,0.26117335,1.55886757,236
2,3,Hayward,Bay Area,July,SINGLE_FAMILY,1128,5601,925000,1957,2,0.15842613,0.52001624,22
1,0,San Francisco,Bay Area,September,SINGLE_FAMILY,700,2500,900000,1905,0,0.13415527,2.3389053,365
2,3,Salinas,Central Coast,July,SINGLE_FAMILY,1933,43560,930000,1977,2,1.57845342,8.8874733,3
2,2,San Diego,San Diego County,August,CONDO,1423,19166,910000,2005,2,0.17357656,1.24966559,212
3,3,Carpinteria,Central Coast,June,SINGLE_FAMILY,1541,,1017500,1989,0,0.36063177,11.04411706,22
3,4,Santa Clarita,LA County,August,SINGLE_FAMILY,2240,6772,982500,1984,2,0.47719362,4.8623148,1
3,4,Fresno,Central Valley,July,SINGLE_FAMILY,4166,46041,800000,1968,0,0.93684431,4.84486555,18
2,3,Orange,Orange County,August,SINGLE_FAMILY,1619,7500,1000000,1968,2,0.28451157,1.56844713,28
1,2,San Francisco,Bay Area,August,MULTI_FAMILY,1800,2212,1055000,1928,0,0.33767357,0.67390218,1406
2,3,Hayward,Bay Area,August,SINGLE_FAMILY,1583,3999,856000,1906,0,0.30298228,1.85059435,59
2,4,Anaheim,Orange County,July,SINGLE_FAMILY,1820,8175,806000,1962,0,0.24149284,1.87631515,30
2,3,Monterey,Central Coast,August,SINGLE_FAMILY,1250,2500,956450,1934,0,0.85358731,2.16550728,165
2,2,Venice,LA County,August,CONDO,1188,73398,1060000,1989,2,0.50331145,2.15451333,458
1,2,Santa Barbara,Central Coast,June,TOWNHOUSE,1036,871,850888,1989,2,0.64277243,1.26672928,143
1,3,Daly City,Bay Area,August,SINGLE_FAMILY,1130,4059,1065000,1963,2,0.35727102,2.8131207,108
2,3,Lakewood,LA County,July,SINGLE_FAMILY,1405,5389,915000,1962,2,0.43162096,1.81014648,177
,,Morgan Hill,Bay Area,July,APARTMENT,6464,15600,900000,1973,0,0.39984826,7.59066148,208
3,5,Covina,San Gabriel Valley,August,SINGLE_FAMILY,1867,7561,850000,1954,1,0.31864746,0.89496421,55
1,1,Santa Cruz,Central Coast,August,SINGLE_FAMILY,849,6359,903000,1929,0,0.24746077,0.71975524,294
3,3,Salinas,Central Coast,September,SINGLE_FAMILY,2079,6098,990000,1997,2,0.16186787,3.80461487,0
2,4,Sanger,Central Valley,July,MANUFACTURED,2200,237598,865000,1967,0,2.93331763,7.60128604,0
3,3,Santa Clarita,LA County,June,SINGLE_FAMILY,1728,5003,880000,1983,2,0.24244599,0.584734,72
3,2,Santa Barbara,Central Coast,July,SINGLE_FAMILY,1474,1306,1010000,1972,0,0.22819872,1.01265453,41
1,2,San Francisco,Bay Area,July,SINGLE_FAMILY,1567,2247,1000000,1939,0,0.11673371,1.70696933,273
2,4,Garden Grove,Orange County,August,SINGLE_FAMILY,1343,7205,1080000,1957,2,0.14146566,2.3880027,181
3,4,Anaheim,Orange County,July,SINGLE_FAMILY,1591,6370,1099000,1908,0,0.28184592,1.10662597,190
3,3,San Diego,San Diego County,August,CONDO,1524,68698,925000,2000,2,0.42610407,3.68798191,36
2,3,Anaheim,Orange County,August,SINGLE_FAMILY,1335,7224,835000,1956,2,0.1935745,1.21153961,62
3,4,Fullerton,Orange County,August,SINGLE_FAMILY,1582,6200,1043000,1965,2,0.32460133,2.84822147,79
1,3,Garden Grove,Orange County,September,SINGLE_FAMILY,1116,9500,950000,1954,2,0.38940525,0.10864621,92
2,3,West Hills,San Fernando Valley,July,SINGLE_FAMILY,1373,7725,960000,1960,2,0.087328,1.13347561,146
3,3,San Francisco,Bay Area,September,CONDO,1376,2496,1050000,2005,2,0.17906019,0.37738248,886
2,2,San Francisco,Bay Area,August,CONDO,778,10001,990000,2019,0,0.36720677,0.36229641,747
4,4,Fontana,Inland Empire,August,SINGLE_FAMILY,2747,6549,878297,2024,2,0.86344783,6.70470761,1
2,3,Hayward,Bay Area,August,SINGLE_FAMILY,1265,5227,950000,1987,2,0.27015746,2.42161373,35
3,3,Hayward,Bay Area,August,CONDO,1326,8712,875000,2017,2,0.13108508,2.14615976,40
2,2,Goleta,Central Coast,September,CONDO,1112,,830000,1963,0,0.3332998,1.07715443,42
2,4,Long Beach,LA County,July,SINGLE_FAMILY,1725,5597,1080000,1963,2,0.25577195,0.98471194,45
2,2,San Francisco,Bay Area,September,CONDO,1208,0,1075000,1980,1,0.42041153,0.72173829,1090
2,3,San Bruno,Bay Area,September,SINGLE_FAMILY,1190,3800,1000000,1941,0,NA,NA,NA
3,3,San Diego,San Diego County,September,TOWNHOUSE,1612,,945000,2021,2,0.41017418,1.34433312,83
2,3,Anaheim,Orange County,June,SINGLE_FAMILY,1485,6000,1050000,1975,2,0.32945209,4.28244942,27
3,2,San Diego,San Diego County,August,TOWNHOUSE,1216,,810000,1992,2,0.54674865,4.88011251,42
2,2,Oxnard,Central Coast,August,CONDO,1700,,935000,2007,2,0.522492,4.32471981,9
2,3,Santa Clarita,LA County,September,SINGLE_FAMILY,1664,5605,825000,1971,2,0.47496911,0.43275365,70
2,2,San Diego,San Diego County,July,TOWNHOUSE,1101,,845000,2008,1,0.50718429,0.92587703,99
3,3,Morgan Hill,Bay Area,July,TOWNHOUSE,1765,,888888,2013,2,0.69740893,7.38868484,208
2,3,Covina,San Gabriel Valley,September,SINGLE_FAMILY,1433,5938,815000,1954,2,0.22514729,1.25041205,55
3,3,Placentia,Orange County,July,SINGLE_FAMILY,1693,3772,969000,1973,2,0.62607004,0.20398093,49
2,2,Long Beach,LA County,June,CONDO,1400,979085,830000,1974,2,0.67474893,1.12632056,141
1,2,Ventura,Central Coast,August,SINGLE_FAMILY,1080,6300,960000,1925,0,0.68680469,1.86807245,28
3,3,Carlsbad,San Diego County,August,TOWNHOUSE,1824,153766,940000,1974,2,0.3369455,5.40942944,23
2,4,Hayward,Bay Area,July,SINGLE_FAMILY,1618,5227,980000,1957,2,0.14651555,0.96290909,22
2,3,Anaheim,Orange County,September,SINGLE_FAMILY,1786,7280,910000,1962,2,0.23536762,2.4298646,205
2,3,Hayward,Bay Area,August,SINGLE_FAMILY,1455,5300,840000,1955,2,0.09455743,0.46077759,30
4,5,Bakersfield,Central Valley,September,SINGLE_FAMILY,3730,20908,931000,2001,3,0.32312228,1.67777249,18
2.5,3,Woodland Hills,San Fernando Valley,August,SINGLE_FAMILY,1900,7552,926000,1961,0,0.21184521,1.79475036,64
1,2,Lakewood,LA County,July,SINGLE_FAMILY,939,5001,800000,1955,2,0.30915856,1.4365783,108
2,2,West Hollywood,LA County,June,CONDO,1571,15781,925000,1979,0,0.57266697,1.6300906,579
2,3,Hayward,Bay Area,August,SINGLE_FAMILY,1000,7405,815000,1955,1,0.22624081,0.62900805,43
2,3,San Diego,San Diego County,July,CONDO,1267,,850000,2005,2,0.35654139,2.9630653,54
3,3,Fremont,Bay Area,September,TOWNHOUSE,1705,2178,1080000,1987,2,0.4330022,1.1670199,87
2,2,San Diego,San Diego County,August,TOWNHOUSE,1162,28762,975000,1998,2,0.1529212,2.37963166,40
3,3,Anaheim,Orange County,July,SINGLE_FAMILY,1928,2860,949000,1975,2,0.46277142,4.93213479,1
2,2,Redwood City,Bay Area,June,CONDO,850,871,940000,1987,0,0.48859272,2.72959777,40
1,3,Lakewood,LA County,July,SINGLE_FAMILY,1129,5000,828000,1950,2,0.28991432,0.43191257,188
3,4,Anaheim,Orange County,September,SINGLE_FAMILY,2276,5850,1035000,1977,2,0.44443682,4.45928463,31
2,3,Long Beach,LA County,September,SINGLE_FAMILY,1362,5722,989000,1939,2,0.86122663,1.25896397,82
2,3,Santa Clarita,LA County,July,SINGLE_FAMILY,1279,6792,850200,1985,2,0.31341427,4.26083337,14
2,4,Anaheim,Orange County,July,SINGLE_FAMILY,1605,7900,980000,1963,2,0.5151583,2.09751117,30
2,3,Woodland Hills,San Fernando Valley,July,SINGLE_FAMILY,1496,7967,1035000,1957,2,0.57352087,0.99635194,143
3,2,San Diego,San Diego County,September,CONDO,1049,210516,802330,1992,2,0.55776278,3.15150099,43
3,4,Ontario,Inland Empire,June,SINGLE_FAMILY,4290,11400,1000000,1973,3,0.41128697,1.3397033,226
2,3,Anaheim,Orange County,July,TOWNHOUSE,1363,,825000,1997,2,0.47332801,5.83606662,28
2,2,Santa Clara,Bay Area,July,CONDO,1132,1163,1085000,2022,0,0.40270737,1.98612607,493
2,3,Anaheim,Orange County,July,SINGLE_FAMILY,1665,7840,950000,1956,2,0.4443444,1.68556043,229
2,3,Seaside,Central Coast,August,SINGLE_FAMILY,1166,1875,860000,2001,1,0.10949686,4.75429521,108
2,3,Anaheim,Orange County,July,SINGLE_FAMILY,1588,7448,1020000,1966,2,0.22047417,1.51847544,26
2,3,Salinas,Central Coast,September,SINGLE_FAMILY,1390,9718,900000,1968,2,0.39468327,5.07222564,7
3,2,San Mateo,Bay Area,August,CONDO,1230,15989,1050000,1981,2,0.26639746,0.91713853,169
2,2,Redondo Beach,LA County,August,CONDO,1048,15011,875000,1969,2,0.35861056,3.28207347,471
2,4,Anaheim,Orange County,July,SINGLE_FAMILY,1276,6030,842550,1956,2,0.15943597,2.00882277,91
2,4,Anaheim,Orange County,July,SINGLE_FAMILY,1792,7844,930000,1956,2,0.22071654,0.32414556,107
3,3,Ontario,Inland Empire,September,SINGLE_FAMILY,2158,16335,839000,1912,2,0.34854646,0.72883757,100
4,6,Gilroy,Bay Area,August,MULTI_FAMILY,1994,7841,1040000,1985,4,0.28184731,2.43178819,386
3,4,Gilroy,Bay Area,August,SINGLE_FAMILY,1892,4888,1035000,2002,2,0.11316734,1.78817316,299
3,3,Fullerton,Orange County,September,SINGLE_FAMILY,1963,2520,940000,1979,2,0.52281699,0.5512721,33
2,3,Seaside,Central Coast,July,SINGLE_FAMILY,1040,3920,850000,1959,1,0.79450404,3.80806002,109
3,4,Hayward,Bay Area,July,SINGLE_FAMILY,1536,5301,1080000,1975,2,0.27372678,0.84558994,30
2,3,Hayward,Bay Area,July,SINGLE_FAMILY,1233,6534,1069000,1955,2,0.10423935,3.14985588,31
2,3,Orange,Orange County,August,SINGLE_FAMILY,1246,4000,902000,1990,2,0.43414348,0.41253826,74
3,2,Hayward,Bay Area,July,CONDO,1718,17859,850000,2020,2,0.79451147,2.03840606,19
2,3,Van Nuys,LA County,August,SINGLE_FAMILY,1698,5953,1040000,1953,2,0.24024614,1.1454953,56
3,4,Oxnard,Central Coast,September,SINGLE_FAMILY,2511,6222,849000,1980,2,0.08268059,3.39414567,9
7,4,Encinitas,San Diego County,August,SINGLE_FAMILY,4273,17717,850000,2022,2,0.59908818,2.09749968,35
3,3,Orange,Orange County,June,TOWNHOUSE,1622,,865000,2007,2,0.53354157,1.16873554,24
2,3,Fullerton,Orange County,August,SINGLE_FAMILY,1245,7000,920000,1962,2,0.09633312,2.63083286,79
1,4,South San Francisco,Bay Area,July,SINGLE_FAMILY,750,4680,955000,1949,1,0.18616288,1.22975732,58
3,4,Anaheim,Orange County,September,SINGLE_FAMILY,1436,10981,1082000,1953,2,0.20981734,1.80575865,85
2,3,Covina,San Gabriel Valley,July,SINGLE_FAMILY,1597,7239,826000,1956,2,0.11406171,0.66358669,47
2,3,Fresno,Central Valley,July,SINGLE_FAMILY,27,16801,948000,1966,3,0.39718284,3.88038803,26
3,3,Anaheim,Orange County,September,SINGLE_FAMILY,2113,4947,1074000,1993,3,0.19854651,1.229244,45
2,3,Santa Cruz,Central Coast,August,SINGLE_FAMILY,1376,7884,1035000,1977,2,0.22984438,0.68644528,294
2,3,Santa Clarita,LA County,July,SINGLE_FAMILY,1641,5092,820000,1987,2,0.63928565,0.20888395,73
2,3,Covina,San Gabriel Valley,August,APARTMENT,1550,,1060000,,0,0.0601465,0.10875682,68
2,5,Hayward,Bay Area,July,SINGLE_FAMILY,1578,5115,884888,1950,1,0.30508978,1.34696833,35
3,4,Brea,Orange County,August,SINGLE_FAMILY,1964,7200,960000,1964,2,0.17389667,0.70298421,93
NA,NA,NA,NA,July,NA,2544,NA,842000,2024,2,NA,NA,NA
3,3,Anaheim,Orange County,September,CONDO,1250,,815000,1995,2,0.23326292,6.65143197,27
2,2,Encinitas,San Diego County,September,TOWNHOUSE,936,645106,835000,1974,1,0.3995504,2.14589541,50
1.5,3,San Bruno,Bay Area,July,SINGLE_FAMILY,1240,4965,930000,1944,0,0.31646826,2.84522243,95
3,3,Brea,Orange County,July,SINGLE_FAMILY,1780,1279,810888,1977,2,0.252794,0.38749468,94
2,3,Anaheim,Orange County,July,SINGLE_FAMILY,1335,6952,855000,1956,2,0.10465446,1.13968129,63
2,4,Anaheim,Orange County,July,SINGLE_FAMILY,1200,7245,915000,1954,2,0.46450908,2.200427,78
2,3,Lakewood,LA County,July,SINGLE_FAMILY,1833,5301,980000,1950,1,0.29542576,1.1857834,186
2,3,Daly City,Bay Area,September,SINGLE_FAMILY,1150,3049,1010000,1957,2,0.3922472,0.9029451,176
4,3,Hayward,Bay Area,August,CONDO,1760,11761,1000000,2020,2,0.82245705,2.00838404,19
2,4,Long Beach,LA County,July,MULTI_FAMILY,1693,5788,810000,1947,2,0.21874483,1.21942866,42
3,3,Orange,Orange County,July,SINGLE_FAMILY,2197,3000,1070000,2017,2,0.46583839,2.0980797,33
3,5,Ontario,Inland Empire,July,SINGLE_FAMILY,2705,8040,920000,2002,3,0.58178154,2.04890173,32
2,4,Anaheim,Orange County,July,SINGLE_FAMILY,1930,8400,1025000,1963,2,0.22716523,0.55982649,104
2,3,Norco,Inland Empire,July,SINGLE_FAMILY,1658,12632,870000,1950,2,0.32429859,2.72037645,19
3,2,Colma,Bay Area,September,CONDO,1483,671,930000,2017,2,0.56606079,0.54760622,202
3,2,San Diego,San Diego County,August,CONDO,1557,315810,880000,1994,2,0.94636316,1.46283815,45
3,3,Anaheim,Orange County,August,CONDO,1800,,940000,1982,2,0.14662994,5.83386617,21
3,3,La Canada Flintridge,LA County,July,TOWNHOUSE,1575,52620,1096330,1990,2,0.63765173,0.91793664,75
3,3,Seaside,Central Coast,July,SINGLE_FAMILY,1720,6425,985000,2004,2,0.27242718,5.65898201,98
2,2,Seal Beach,Orange County,July,CONDO,1895,,885000,1975,2,1.40849707,1.85217699,24
2,3,Orange,Orange County,August,SINGLE_FAMILY,1332,7500,1051000,1971,2,0.74498537,1.69539332,43
3,4,Fremont,Bay Area,September,TOWNHOUSE,1474,871,1020000,1970,0,0.28722646,3.40253252,95
2,4,San Francisco,Bay Area,July,SINGLE_FAMILY,1546,2613,975000,1911,0,0.41616458,2.13403715,281
1,2,Aptos,Central Coast,August,SINGLE_FAMILY,1128,11324,823000,1977,0,0.56432481,2.48388255,75
,,Bakersfield,Central Valley,July,MULTI_FAMILY,4680,13068,800000,1978,4,0.22632465,1.73225442,9
2,3,Santa Clarita,LA County,September,SINGLE_FAMILY,1819,8076,945000,1969,2,0.39284488,0.81974466,51
2,2,Santa Cruz,Central Coast,September,TOWNHOUSE,1165,566,885000,1985,1,0.62027801,1.38501292,234
2,3,Fremont,Bay Area,July,TOWNHOUSE,1390,1161,1085000,1972,2,0.45292272,2.53598526,93
1,2,Signal Hill,LA County,July,SINGLE_FAMILY,1199,5492,875000,1929,2,0.85573824,1.0053444,67
1,2,San Francisco,Bay Area,July,SINGLE_FAMILY,790,3097,800000,1900,1,0.12676425,0.30957286,1472
2,2,La Jolla,San Diego County,August,APARTMENT,1102,180088,970000,2000,0,0.65461092,0.2374995,202
3,3,Oxnard,Central Coast,July,SINGLE_FAMILY,2405,6495,817000,1951,2,0.13875683,1.69609323,49
4.5,3,Fontana,Inland Empire,July,SINGLE_FAMILY,3442,21213,855000,2023,0,0.39234451,1.89226527,91
NA,NA,NA,NA,August,NA,3443,NA,913000,2005,3,NA,NA,NA
1,3,Lakewood,LA County,July,SINGLE_FAMILY,1215,5284,827000,1952,2,0.37065233,1.27929692,123
3,3,Garden Grove,Orange County,August,SINGLE_FAMILY,1628,1710,805000,1972,2,0.17796017,2.17346121,168
2,3,Long Beach,LA County,July,SINGLE_FAMILY,1707,6107,975000,1943,2,0.747255,2.07070128,83
2,3,Lakewood,LA County,July,SINGLE_FAMILY,1760,5754,995000,1942,1,0.29322558,0.81617247,171
3,2,Santa Clara,Bay Area,August,TOWNHOUSE,1125,,855000,1984,2,0.39678569,2.24280012,311
2,3,Long Beach,LA County,August,SINGLE_FAMILY,1222,5799,870000,1950,2,0.2672489,2.16589057,159
1,2,San Francisco,Bay Area,August,SINGLE_FAMILY,1307,2500,915000,1900,2,0.19152788,1.12874734,645
3,5,Ontario,Inland Empire,September,SINGLE_FAMILY,3168,7403,968888,2001,3,0.42699758,2.23094772,32
2,4,Ventura,Central Coast,July,SINGLE_FAMILY,2141,6200,860000,1956,2,0.29867394,0.74722625,67
1,2,San Francisco,Bay Area,July,SINGLE_FAMILY,1025,1625,948000,1951,0,0.32308455,2.6438167,228
2,2,Carpinteria,Central Coast,August,CONDO,1020,871,950000,1975,0,2.03720459,9.21033649,0
3,4,Santa Clarita,LA County,September,SINGLE_FAMILY,2152,8171,891111,1987,2,0.62733472,4.86438421,1
2,3,Fullerton,Orange County,July,SINGLE_FAMILY,1216,10800,1090000,1954,2,0.49709879,1.84107681,62
3,3,Anaheim,Orange County,August,CONDO,2016,,1065000,1979,2,0.1515931,3.26471052,5
2,3,Long Beach,LA County,July,SINGLE_FAMILY,1576,6756,1025000,1925,2,0.12220307,0.20740006,335
2,3,Santa Cruz,Central Coast,August,SINGLE_FAMILY,1200,2222,1012500,1973,0,0.44596649,3.9282561,262
2,3,Morgan Hill,Bay Area,July,SINGLE_FAMILY,1272,1742,810000,1984,2,0.53304824,7.44061638,194
2,3,Ventura,Central Coast,July,SINGLE_FAMILY,1300,7001,824000,1957,2,0.23589336,1.8411807,49
2,4,Orange,Orange County,August,SINGLE_FAMILY,2226,7000,1080000,1967,2,0.30317445,0.58754225,13
3,3,Anaheim,Orange County,August,CONDO,1821,100,915000,2021,2,0.23423684,0.78724578,206
3,4,Fullerton,Orange County,August,SINGLE_FAMILY,1676,6300,915000,1955,2,0.10163008,1.06410267,90
2,4,Ventura,Central Coast,June,SINGLE_FAMILY,1686,8052,915000,1976,2,0.34969282,3.11886972,51
2,1,Redondo Beach,LA County,September,CONDO,834,,815000,1978,2,0.36717815,1.7565756,296
2,4,Salinas,Central Coast,September,SINGLE_FAMILY,2430,9100,950000,1957,2,0.29433579,0.32578704,65
2,3,Carpinteria,Central Coast,August,CONDO,1099,,850000,1986,0,0.75945508,10.69324237,22
2,5,Anaheim,Orange County,September,SINGLE_FAMILY,1673,6120,860000,1956,2,0.36318841,1.59217818,57
3,2,Fremont,Bay Area,August,CONDO,1218,3920,1082000,2016,2,0.30752127,3.09228406,92
2,3,San Diego,San Diego County,July,SINGLE_FAMILY,1853,,1099000,1985,2,0.6794708,0.59574069,74
3,3,Anaheim,Orange County,September,SINGLE_FAMILY,2500,4320,1060000,1985,2,0.2301145,1.63497509,22
3,3,Daly City,Bay Area,August,SINGLE_FAMILY,1050,3400,1070000,1957,1,0.48519505,1.06377387,176
2,4,Garden Grove,Orange County,July,SINGLE_FAMILY,1913,7056,945000,1954,2,0.45257822,1.2380579,187
2,3,Hayward,Bay Area,June,SINGLE_FAMILY,1087,6414,840000,1982,2,0.24891313,1.04279406,36
2,3,Santa Clarita,LA County,July,SINGLE_FAMILY,1476,7489,805000,1962,2,0.29084523,1.51227049,47
3,3,Monterey Park,San Gabriel Valley,July,CONDO,1570,30430,800000,1981,2,0.26842384,0.74416151,62
1,2,San Francisco,Bay Area,September,SINGLE_FAMILY,968,2809,1055000,1924,0,0.29440113,1.44703596,431
2,3,Orange,Orange County,September,SINGLE_FAMILY,1102,7000,926000,1962,2,0.31313291,0.59897094,13
2,3,Gilroy,Bay Area,July,SINGLE_FAMILY,1400,6098,981000,1996,2,0.31921107,4.09449335,66
2,3,Hayward,Bay Area,September,SINGLE_FAMILY,1498,5227,890000,1951,2,0.14376964,2.2846209,55
2,3,Santa Paula,Central Coast,August,SINGLE_FAMILY,1654,9100,855600,1966,2,0.40075879,1.43434417,21
2,2,Garden Grove,Orange County,August,SINGLE_FAMILY,1012,8370,860000,1949,0,0.22260817,1.11186223,73
1,3,Daly City,Bay Area,August,SINGLE_FAMILY,1120,3301,880000,1959,2,0.13481987,0.66370378,196
4,4,Long Beach,LA County,June,MULTI_FAMILY,2240,1846,915000,1923,0,0.49303658,1.51023028,34
2,3,Covina,San Gabriel Valley,July,SINGLE_FAMILY,1404,7937,870000,1962,2,0.34059532,0.8783526,35
